timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1513484272233424,-3,-2,1,0,0,-1,2,0
1513484272233424,-1,-2,-3,-2,1,-2,-4,-1
1513484272234424,0,0,-1,0,-1,0,0,2
1513484272234424,-2,0,0,0,-1,0,2,-1
1513484272255438,0,0,-2,-2,-1,-2,-6,-2
1513484272255438,-1,-4,-1,-1,0,-2,-2,-2
1513484272256457,-1,-3,-2,-1,0,0,3,-1
1513484272256457,-2,1,0,0,-2,0,1,0
1513484272278479,-1,-1,-2,-2,-1,-2,-3,-3
1513484272278479,-2,-2,-1,0,0,0,-2,-2
1513484272278479,0,-1,-1,0,-3,0,4,2
1513484272278479,1,1,1,-2,-2,-1,1,1
1513484272301483,0,1,-1,-1,-2,-4,-7,0
1513484272301483,0,-3,-3,0,-1,-2,-4,-4
1513484272302474,-2,-2,1,-3,-2,-1,1,2
1513484272302474,-1,1,-1,1,1,0,0,-1
1513484272315497,0,-2,-2,-3,-2,-1,0,-1
1513484272315497,-2,-1,0,0,1,-3,-2,-2
1513484272316481,-1,-1,0,-2,-3,0,4,1
1513484272316481,-5,0,2,-2,-1,1,1,0
1513484272338506,-1,-1,-1,-1,-4,-1,-1,-2
1513484272338506,-2,-2,-2,-1,-1,-1,-1,-4
1513484272338506,-1,7,-1,0,0,-1,1,-1
1513484272338506,0,7,3,-1,-1,0,2,0
1513484272352518,0,-1,0,1,-1,-1,-4,-3
1513484272352518,0,-1,-4,-1,-2,-3,-1,1
1513484272360523,-3,-2,-2,0,0,2,3,-1
1513484272360523,-3,-3,-1,0,-3,1,1,1
1513484272375543,-1,0,-1,-1,0,-2,-7,-2
1513484272375543,0,-1,0,-1,-1,-3,-3,-2
1513484272376527,-1,-2,-2,-1,-2,1,3,-1
1513484272376527,1,-2,0,-1,2,1,0,0
1513484272398553,0,-2,-2,-2,-2,-1,-2,-1
1513484272398553,-1,-2,-4,-4,-3,-2,0,0
1513484272398553,-1,-1,-1,0,-1,-2,5,-1
1513484272398553,-2,-1,0,0,-3,-1,2,0
1513484272412570,-1,-2,-1,0,0,-1,-6,-5
1513484272412570,-1,-1,-2,0,0,-2,-1,-1
1513484272420575,-3,-2,0,-2,-1,-1,1,-1
1513484272420575,-4,3,3,0,-1,0,1,-1
1513484272435587,0,-2,-2,-1,0,-1,-2,-2
1513484272435587,0,-5,-1,1,-1,-1,-2,-1
1513484272436567,0,-3,0,-2,-2,-1,4,0
1513484272436567,-2,-1,-1,0,-2,1,0,0
1513484272457591,-1,0,-1,-2,0,-2,-4,-3
1513484272457591,-2,-2,0,0,0,-2,-2,-2
1513484272458583,-3,-1,-1,-1,0,1,0,1
1513484272458583,0,-1,-1,0,-2,-1,-2,0
1513484272472615,-1,-3,-2,-2,-2,-3,0,-1
1513484272472615,1,-3,-4,-3,-1,-2,-1,-1
1513484272480608,2,-2,0,0,-1,-2,2,-1
1513484272480608,-1,2,0,1,-2,2,0,-1
1513484272495618,-3,0,-1,0,1,-3,-4,-1
1513484272495618,-2,0,0,-2,0,-1,1,-3
1513484272496609,-2,-2,0,-2,1,1,2,3
1513484272496609,0,-2,-1,-3,-1,-1,-2,-1
1513484272517689,0,-2,-2,-2,-2,-2,0,-4
1513484272517689,0,2,-1,-2,-1,-2,0,0
1513484272518694,0,-1,1,-2,-1,-1,1,0
1513484272518694,0,-3,0,0,-1,-1,-1,0
1513484272532687,2,1,-2,-1,-2,-1,-8,-3
1513484272532687,0,-1,-2,-2,-2,-3,-1,2
1513484272540714,-1,-2,-1,0,-1,0,3,0
1513484272540714,-1,-3,-3,-1,0,0,-2,0
1513484272555712,-2,3,1,2,1,-3,-4,-4
1513484272555712,-2,-2,-4,0,-1,-2,-4,0
1513484272556708,-2,-2,-1,-1,-2,0,4,-2
1513484272556708,-3,0,1,0,-2,0,-1,-2
1513484272577741,1,-1,-4,-2,0,-2,-5,1
1513484272577741,-1,-3,-1,0,-1,-2,-1,-3
1513484272578730,-3,0,0,1,-3,-2,1,-1
1513484272578730,-1,0,2,-1,-1,1,-1,-1
1513484272592762,1,-3,0,-3,0,-2,-7,-1
1513484272592762,-1,-1,-2,-1,1,-2,-1,-3
1513484272607804,0,-1,-1,-1,-3,2,1,2
1513484272607804,-1,2,-2,0,-1,-2,0,-1
1513484272615809,0,-1,-2,-1,-2,-1,-3,-2
1513484272615809,-1,-4,-3,-2,0,0,-2,-2
1513484272616781,-3,1,1,-2,-2,-1,2,1
1513484272616781,-1,1,0,-3,-2,-3,-4,-3
1513484272637813,-2,0,-2,1,2,-1,-3,-2
1513484272637813,-1,1,-2,0,-3,-2,-3,-1
1513484272638799,-1,0,-1,-1,-2,0,3,3
1513484272638799,1,0,0,1,-1,-1,1,1
1513484272652823,-2,-2,-2,-3,0,-1,-2,-3
1513484272652823,-1,-1,0,-2,0,1,-2,-2
1513484272660827,-2,1,-1,-2,-2,1,3,1
1513484272660827,-1,-2,0,-1,-3,1,-2,-1
1513484272675839,-3,-3,-2,-1,0,-1,-4,-4
1513484272675839,1,-3,-3,-3,1,-1,2,-1
1513484272675839,0,-3,-1,1,0,0,1,0
1513484272675839,0,-2,-1,0,0,-2,1,1
1513484272697839,-1,3,-2,-3,-3,-1,-4,-2
1513484272697839,1,-1,-2,-1,-1,-3,-3,-1
1513484272698838,1,-1,-2,-1,-1,-1,2,2
1513484272698838,-3,1,0,1,-1,0,2,0
1513484272720875,0,-1,-2,-1,-1,-4,-4,-2
1513484272720875,-4,-2,-2,-2,0,-1,1,0
1513484272721854,-1,-1,0,-1,-3,0,3,-2
1513484272721854,0,-1,0,-1,-1,2,-2,-3
1513484272735885,-1,-2,-2,2,1,-1,-1,-1
1513484272735885,-3,-1,-1,-1,0,0,0,0
1513484272735885,-1,0,0,0,0,1,5,1
1513484272735885,-1,-1,0,-2,0,0,0,-2
1513484272757890,0,-2,-2,-3,-1,-6,-6,-6
1513484272757890,0,0,-1,-2,-1,-3,-1,-1
1513484272758881,-2,1,-1,-1,-1,2,3,2
1513484272758881,1,0,-1,0,-2,-1,-2,3
1513484272780907,0,-2,-3,0,-2,-1,-5,-5
1513484272780907,2,-1,-2,1,1,-3,0,-1
1513484272781896,0,1,2,-2,-3,0,2,1
1513484272781896,-1,0,-1,-1,-1,0,0,-1
1513484272795906,-3,-1,-2,-2,0,0,-2,0
1513484272795906,0,-1,-4,0,-2,-2,-2,0
1513484272795906,-3,-2,0,1,-1,0,2,0
1513484272795906,2,-2,1,-2,-2,-1,0,-1
1513484272817951,0,-2,-2,1,0,-3,-6,-2
1513484272817951,-2,-1,0,-3,-1,-2,0,-4
1513484272818946,-1,0,-1,-3,1,0,2,1
1513484272818946,-7,2,1,0,-1,0,0,-1
1513484272840939,0,-2,-1,0,-1,-3,-5,-3
1513484272840939,-1,-2,-3,0,-1,-1,2,1
1513484272841959,-3,5,2,0,-2,1,-1,1
1513484272841959,0,-1,-2,-5,0,-1,0,-1
1513484272855951,1,-1,-2,-1,-1,-1,-2,0
1513484272855951,-4,-1,-2,1,0,0,-3,0
1513484272855951,0,-2,-1,0,-3,0,4,0
1513484272855951,0,1,-1,1,-3,2,-2,-2
1513484272878977,-2,-4,1,-2,1,-3,-4,-1
1513484272878977,-1,-4,-1,-1,-1,0,0,-3
1513484272879968,-2,1,-1,-1,1,1,7,1
1513484272879968,0,0,-2,0,-1,-2,-3,0
1513484272900982,-2,-2,-2,-3,-2,-4,-7,-2
1513484272900982,-3,-1,-1,-2,-2,-2,1,0
1513484272901982,-1,-2,-2,-2,-1,0,0,-1
1513484272901982,2,1,-1,-2,-1,1,-2,-2
1513484272915991,-1,-3,-1,0,-3,-1,-5,-5
1513484272915991,0,-1,-1,-1,-2,-2,-2,1
1513484272915991,-1,0,0,0,-2,0,4,1
1513484272915991,-1,-2,0,-1,-3,-1,-3,1
1513484272939016,-2,0,-3,-2,0,-3,-2,-1
1513484272939016,-1,-3,-2,-2,-3,-2,0,-4
1513484272940019,1,-3,1,-1,-2,0,1,1
1513484272940019,0,-1,0,-3,-3,-2,1,-1
1513484272961044,1,-1,-2,0,-1,-2,-4,-2
1513484272961044,1,-2,-1,0,0,0,1,-1
1513484272962027,-1,-1,0,-2,-1,-1,3,1
1513484272962027,0,-1,0,0,-1,0,-2,-2
1513484272976035,-1,-3,-3,-1,-1,-1,-6,-4
1513484272976035,0,-2,-3,-1,0,-3,0,-3
1513484272976035,-3,0,1,-1,-2,-1,2,2
1513484272976035,-1,-2,0,0,0,-1,1,0
1513484272999069,0,-1,-3,0,0,-2,-5,-4
1513484272999069,0,-2,-1,-1,0,1,1,1
1513484273000055,-1,-1,1,0,-2,0,3,-3
1513484273000055,-2,0,1,1,-2,-2,-1,-3
1513484273021085,0,-2,-6,-3,-1,-2,-3,-2
1513484273021085,-1,-2,-2,-1,-2,-2,0,1
1513484273022065,-1,-1,1,-2,0,1,3,0
1513484273022065,-2,-1,1,0,-2,0,-3,2
1513484273035090,1,-4,-3,0,1,-1,-4,-4
1513484273035090,-1,-2,-3,-2,-2,-3,0,0
1513484273036080,-2,-1,-1,-2,-2,2,2,-1
1513484273036080,-1,-1,-1,-2,-3,-2,-3,-3
1513484273059102,-2,0,0,0,-1,-4,-3,-2
1513484273059102,-1,0,-3,-1,0,1,-2,-1
1513484273059102,-1,-1,1,-1,-4,0,3,1
1513484273059102,1,3,-2,-2,-2,-1,-1,0
1513484273081118,-3,-2,-2,0,0,-2,-4,-4
1513484273081118,1,-2,-1,-2,-1,-1,-1,-1
1513484273082109,-3,1,-1,-2,0,2,0,2
1513484273082109,-3,0,1,1,0,0,1,0
1513484273095118,-1,-2,0,-2,-2,-2,-2,-1
1513484273095118,-1,-1,-1,0,0,-2,1,-2
1513484273096119,1,0,2,1,-2,1,-1,-1
1513484273096119,-1,-1,-1,-3,0,0,-1,1
1513484273119148,0,-3,-2,-3,-2,-2,-3,-1
1513484273119148,-3,-2,-2,-2,0,-3,-1,-1
1513484273119148,0,1,-2,-1,-1,0,4,1
1513484273119148,-1,-1,0,0,-1,-1,-1,1
1513484273141173,1,-1,-3,-1,-1,-3,-3,-4
1513484273141173,-1,-1,-2,-1,-2,-2,0,-1
1513484273142152,-3,-1,0,-1,-2,1,1,1
1513484273142152,-3,-1,-1,0,-1,-1,-1,-3
1513484273155173,1,-4,-2,0,0,-2,-4,-3
1513484273155173,-1,-1,-2,-1,1,-2,-1,0
1513484273170196,-2,0,0,0,-1,2,2,0
1513484273170196,-2,-1,-1,-2,-1,-2,-2,-1
1513484273178194,0,-1,-4,0,-1,-3,-7,-4
1513484273178194,0,-1,-2,-1,-1,-2,0,-2
1513484273179177,-1,-1,1,0,-2,0,1,1
1513484273179177,-2,-1,-2,-2,-1,-1,-1,-1
1513484273201194,-1,-1,-4,-2,-1,-1,-2,1
1513484273201194,0,-2,0,-2,0,-1,1,-1
1513484273202196,0,-1,1,0,-2,1,1,2
1513484273202196,-1,1,1,-1,-1,2,-1,-4
1513484273215205,-2,-2,-2,-4,-2,-3,-5,-1
1513484273215205,-2,-1,-2,-1,1,0,1,-2
1513484273216206,-1,1,-1,0,-2,-1,3,1
1513484273216206,-1,0,-1,-1,-1,1,1,-2
1513484273238242,0,1,-4,-1,0,-4,-4,2
1513484273238242,-1,-2,-1,-1,-3,-2,-1,-1
1513484273239229,-3,-1,0,-1,-1,-2,2,0
1513484273239229,1,-2,1,-1,-2,-2,-1,-1
1513484273261259,-2,-2,-4,0,-1,-1,-5,-4
1513484273261259,-2,0,-1,-1,-3,0,1,1
1513484273262241,-2,0,0,-2,-1,-1,3,2
1513484273262241,-1,-1,-2,2,-2,-2,-2,-1
1513484273275275,0,-2,-1,-1,0,0,-3,0
1513484273275275,0,-2,-2,2,0,-2,-2,-3
1513484273283280,0,2,0,-1,1,1,0,-2
1513484273283280,-2,0,-2,-1,-2,-1,-1,1
1513484273298262,-1,-2,1,-2,1,-3,-4,-4
1513484273298262,-3,-2,-1,-2,1,-1,1,-2
1513484273299271,-1,0,-1,-1,-3,0,2,1
1513484273299271,-2,-1,1,-2,0,0,-3,-2
1513484273320306,0,-2,-1,-2,-3,-3,-2,-5
1513484273320306,-1,-1,-1,-1,0,-2,2,2
1513484273328300,1,0,-1,0,0,0,1,1
1513484273328300,0,-1,-1,-1,-2,-1,0,0
1513484273335305,0,-3,-3,0,-1,-1,-3,-5
1513484273335305,-1,0,0,-2,-1,0,-2,-1
1513484273343352,-1,0,0,-1,-2,1,2,0
1513484273343352,0,0,1,1,0,-3,-1,-1
1513484273357321,0,-2,-2,-3,1,-3,-2,-2
1513484273357321,1,0,-2,-2,-3,-3,-3,-1
1513484273365327,-3,1,1,0,-2,0,1,1
1513484273365327,1,-1,1,-1,-1,0,0,0
1513484273381320,-1,-2,0,-2,-2,-2,-4,-2
1513484273381320,-1,-2,-2,-1,-2,-2,4,0
1513484273382320,0,0,1,-1,-2,1,4,2
1513484273382320,-1,-2,1,-2,0,-1,-2,-3
1513484273395344,0,2,-3,-2,-1,-2,-3,-1
1513484273395344,-2,-2,-3,-1,-2,-3,-1,-3
1513484273410342,-2,-1,0,0,-1,0,3,-1
1513484273410342,-2,1,1,0,0,-1,-1,0
1513484273418346,-2,-1,2,0,2,-2,-3,-1
1513484273418346,0,-3,-9,-3,-2,-1,-3,-2
1513484273419348,0,-3,-1,-2,0,1,1,0
1513484273419348,2,-1,-1,0,-4,1,-1,-1
1513484273448378,-1,-2,-2,-2,0,-3,-3,-3
1513484273448378,0,2,3,0,-2,2,0,1
1513484273449378,-2,-1,0,0,0,-1,1,0
1513484273449378,-4,1,1,-3,-3,1,-1,-1
1513484273454382,0,-1,-7,-2,-2,-2,-3,1
1513484273454382,-2,-2,-1,-2,-2,-2,0,-1
1513484273463390,-1,0,1,1,-3,1,2,0
1513484273463390,1,-2,-1,-2,-2,0,2,-4
1513484273478413,-3,-4,0,2,1,0,-6,-3
1513484273478413,-1,2,-1,-2,0,-1,2,-1
1513484273479389,-1,0,1,-2,0,0,3,3
1513484273479389,-1,0,-2,1,-1,-2,-2,0
1513484273501427,1,-1,-3,-3,-1,-3,-1,-2
1513484273501427,0,-3,-1,0,0,-1,0,0
1513484273502406,-2,1,2,-4,0,-1,1,1
1513484273502406,-1,-1,0,-2,-2,-1,-2,-1
1513484273515428,-1,-4,-3,-2,-2,-3,-2,-2
1513484273515428,-3,-3,-1,-2,2,1,-3,-2
1513484273523445,-2,0,-1,1,-1,1,2,-1
1513484273523445,1,-2,-3,0,-2,-3,-3,0
1513484273538456,1,-2,-3,-1,-1,-2,-5,-4
1513484273538456,1,-3,-2,-2,-2,-3,-2,0
1513484273539442,0,0,-1,0,-3,0,1,0
1513484273539442,-3,-3,-2,-2,-1,-2,-4,-2
1513484273561465,-1,-2,0,-1,0,-2,-2,-2
1513484273561465,-2,-1,-2,-1,-2,-3,2,-1
1513484273562459,-1,-1,0,0,-1,-1,2,1
1513484273562459,0,0,-2,0,-1,0,-3,0
1513484273574478,-2,-1,1,0,0,-3,-5,0
1513484273574478,-1,-2,-1,-1,-1,0,0,1
1513484273583463,-2,-1,0,0,-3,0,2,-2
1513484273583463,0,-1,-1,0,-2,1,-3,-4
1513484273598476,-4,-1,-4,-1,1,-2,-3,-3
1513484273598476,2,-2,3,-1,-3,-3,2,-1
1513484273599488,1,-1,1,1,-1,0,2,1
1513484273599488,-2,0,1,0,2,-2,0,-3
1513484273621515,-1,-3,-4,-1,0,-4,-3,-4
1513484273621515,-1,-1,-1,-2,-3,-2,0,-1
1513484273622508,-2,0,-1,-1,-2,1,1,1
1513484273622508,-1,-3,-1,-1,-1,1,-3,-3
1513484273643530,2,-4,-2,-1,-2,-2,-4,-4
1513484273643530,-4,-2,-4,-1,0,-1,-1,-1
1513484273644506,0,1,1,-2,0,2,2,0
1513484273644506,-2,0,-1,-3,-1,-1,-1,2
1513484273657532,1,0,-4,0,-2,-3,2,-3
1513484273657532,-1,-1,2,-3,-1,-1,1,0
1513484273666522,-2,-1,-1,-1,0,0,-1,1
1513484273666522,0,-2,-2,-1,-3,-1,-4,-2
1513484273688548,-3,-3,-3,-3,0,0,-1,-2
1513484273688548,0,-2,-1,-1,-3,-2,1,-1
1513484273690538,-2,-1,0,1,-2,0,2,-2
1513484273690538,0,2,-1,-2,-1,-3,-3,0
1513484273703561,-4,-2,-1,0,-2,-1,-3,-1
1513484273703561,-3,-1,-2,2,1,2,2,2
1513484273705550,-2,-2,0,-2,-2,0,3,2
1513484273705550,1,0,0,0,-1,0,-2,-1
1513484273726564,0,-1,-2,0,-3,-1,-2,-2
1513484273726564,-2,1,1,-3,-3,0,1,0
1513484273728565,-1,0,0,-1,-2,1,2,0
1513484273728565,-1,0,-1,-2,0,-1,-1,-2
1513484273741596,-2,-2,-3,-2,-1,-1,-3,-1
1513484273741596,-1,-2,-3,0,1,-2,2,0
1513484273742588,-2,1,-1,-2,-1,-1,0,1
1513484273742588,-1,-1,-2,0,-1,0,-2,-3
1513484273763590,1,-3,-1,-2,0,-3,-4,-1
1513484273763590,-1,-2,-2,-1,-2,0,2,-1
1513484273765591,0,1,0,-1,-1,0,-2,-2
1513484273765591,0,0,0,1,0,-1,0,0
1513484273777623,0,-2,-2,0,0,-1,-1,-4
1513484273777623,-3,-3,0,-2,-1,-1,1,-1
1513484273786606,-1,2,-2,-2,-2,3,1,0
1513484273786606,0,-1,1,-2,0,0,-5,-2
1513484273801627,1,-3,-7,-3,-1,-3,-4,-4
1513484273801627,0,-2,-2,0,-1,-1,1,-1
1513484273802619,-1,-1,-2,-1,-2,0,1,0
1513484273802619,-3,0,0,0,-1,-2,-2,0
1513484273823633,-1,-3,-1,0,-1,-2,-1,-3
1513484273823633,1,-1,-2,-1,0,0,2,1
1513484273825634,1,-1,2,-2,-3,1,1,-1
1513484273825634,-1,-3,-3,-1,-1,-2,-5,1
1513484273837672,-1,0,-3,-3,0,-4,-2,-4
1513484273837672,-1,0,-2,-2,-1,1,3,2
1513484273844675,-1,1,1,0,1,4,-2,3
1513484273844675,1,-3,-3,-3,-2,0,0,-2
1513484273861659,0,-2,4,-3,-2,1,-1,0
1513484273861659,-1,1,0,-2,-1,0,1,-4
1513484273862672,-2,2,1,1,-1,0,0,1
1513484273862672,-1,-1,-1,0,-1,-4,-4,-2
1513484273883699,-3,-1,-3,-3,0,-3,-6,-1
1513484273883699,-1,-2,0,-1,-1,2,1,1
1513484273885681,-1,-1,0,0,-1,2,0,-1
1513484273885681,-2,-2,-2,-1,-1,-3,-2,-3
1513484273897686,0,0,-2,-2,-2,-2,-3,-4
1513484273897686,0,-1,-2,-1,-1,-3,0,-2
1513484273904694,-3,0,1,-2,-1,-1,0,-1
1513484273904694,1,0,0,-2,-1,1,-2,-3
1513484273921724,-1,-2,-2,0,-1,-3,-7,0
1513484273921724,-1,-1,-1,1,-3,-1,0,1
1513484273923719,2,-1,1,0,-3,-2,1,-1
1513484273923719,-1,0,0,-1,-1,-2,-2,-4
1513484273943729,2,-3,-4,-1,1,-4,-3,-2
1513484273943729,-3,-1,-1,-2,0,0,0,-3
1513484273945721,-3,-2,-1,0,-2,-2,0,1
1513484273945721,0,-3,0,-1,-2,-2,-5,-2
1513484273957727,-3,-3,-4,-1,0,-3,-4,-2
1513484273957727,-3,-1,0,-2,-1,0,3,-1
1513484273964733,2,-2,-1,-1,-2,0,-3,0
1513484273964733,0,-1,-2,-1,-3,-1,-4,-1
1513484273981759,-1,-3,-3,-2,-2,-2,0,-1
1513484273981759,-1,-1,-2,-1,-2,0,1,0
1513484273987754,-2,1,-1,-1,0,-1,2,-1
1513484273987754,-1,0,-1,-1,-2,1,-3,-2
