timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1504341547226146,-1,-1,-1,-4,-4,-2,0,2
1504341547226146,-2,-1,-2,-1,-2,-1,0,-2
1504341547227147,-1,-1,-1,-1,0,1,0,-1
1504341547227147,-1,-1,0,1,-1,-2,-1,0
1504341547240656,-1,-1,-1,-1,-1,-1,0,-2
1504341547240656,0,-1,-2,-3,-1,-1,-2,-2
1504341547241157,0,-2,-2,-2,0,0,-1,-2
1504341547241157,-2,-3,-2,0,0,-2,-1,-1
1504341547263673,0,-1,-2,-1,-2,-2,-2,0
1504341547263673,-2,-2,0,-1,-1,-1,2,1
1504341547264675,-2,0,-1,-3,0,-3,-4,-1
1504341547264675,-1,-1,-2,-2,-1,0,-2,-1
1504341547286189,-1,0,-1,-2,-1,0,0,-1
1504341547286189,-1,0,-1,-1,0,-2,-3,-1
1504341547286690,-1,-2,-2,0,-1,-1,-1,0
1504341547286690,-2,-3,-1,-1,-2,0,-1,-3
1504341547300199,0,-2,-2,-1,-2,-1,0,0
1504341547300199,-2,-3,-2,-1,-1,1,-2,0
1504341547301199,-2,-1,-1,-1,0,-1,0,-2
1504341547301199,0,1,-2,0,-2,1,-1,1
1504341547323715,0,-1,0,0,1,-2,-2,-1
1504341547323715,-1,-1,0,1,-1,-1,-2,-1
1504341547324216,-1,0,-1,-1,-1,0,-1,-2
1504341547324216,1,0,0,-2,0,-2,0,0
1504341547346731,-1,-1,-1,-2,-3,-2,-1,-1
1504341547346731,-2,0,-1,-2,-1,-2,0,-1
1504341547347232,-3,-1,0,-1,-2,-2,1,1
1504341547347232,0,0,-2,-3,-1,-1,-2,-3
1504341547360746,-1,1,-1,-1,0,-1,-3,-1
1504341547360746,-1,-2,-1,0,1,-2,-1,-2
1504341547361244,-1,-3,-3,-2,-2,-2,-1,-1
1504341547361244,-1,0,1,-1,-1,-2,0,1
1504341547383758,-1,0,-1,0,-3,-2,-1,-1
1504341547383758,-1,-2,0,-2,0,0,0,-1
1504341547384759,-1,-1,-2,-1,0,0,0,-2
1504341547384759,-1,-2,-2,0,-1,-2,-2,0
1504341547406273,-1,0,0,-1,-2,-1,0,-1
1504341547406273,-1,-1,-1,0,-2,-1,-1,-2
1504341547406774,1,-1,-2,-1,1,-1,0,1
1504341547406774,0,-2,-1,-1,-2,0,-1,-1
1504341547420284,-1,-1,-2,-2,0,-2,-1,-4
1504341547420284,-1,0,-1,-2,0,0,2,-1
1504341547421284,-1,0,-1,1,0,0,-1,-2
1504341547421284,-2,-2,0,0,0,0,0,0
1504341547443801,-1,-1,-3,-1,-1,-1,-2,-1
1504341547443801,-1,-2,-2,-2,1,-1,-3,0
1504341547444809,-3,0,-1,-1,-2,-2,-1,-1
1504341547444809,0,0,-2,-3,0,-1,0,-2
1504341547466328,-1,0,0,0,0,-2,-2,1
1504341547466328,-1,-2,-1,0,-1,-2,-1,-1
1504341547466816,0,-2,-3,-2,-3,-2,0,-2
1504341547466816,-1,-1,-1,-1,-1,0,-2,-3
1504341547480327,0,-2,1,-3,-1,-2,-2,0
1504341547480327,0,0,1,-1,-2,0,-3,1
1504341547481327,-1,-1,-1,-1,0,0,-2,1
1504341547481327,-2,-1,-1,1,-4,-1,-2,-3
1504341547503343,1,-2,-2,-1,-1,-2,-1,0
1504341547503343,-2,0,0,0,-2,-1,-1,0
1504341547504350,-1,-3,0,-2,0,0,0,-1
1504341547504350,-2,0,1,-1,0,-1,-2,-2
1504341547525859,-1,1,-1,1,-1,0,-1,0
1504341547525859,-2,-1,-1,-1,-1,-1,-1,-3
1504341547526860,0,-1,-1,0,0,0,0,1
1504341547526860,-1,-1,-1,0,-1,0,0,0
1504341547540381,-1,-1,0,0,-3,-1,-2,-2
1504341547540381,0,-2,0,-1,0,-1,0,-1
1504341547541384,-1,-1,0,-1,0,-3,-2,-3
1504341547541384,-1,1,-3,-1,-1,-3,0,-1
1504341547563400,-2,-1,-3,-2,0,-1,-2,-1
1504341547563400,0,0,-3,0,-2,-2,-1,0
1504341547564398,0,0,-1,-1,-1,-1,-1,-1
1504341547564398,0,-3,0,0,-1,0,-1,0
1504341547585900,0,0,0,-2,-3,-1,-1,-1
1504341547585900,-1,-2,-2,-2,-1,-1,0,-2
1504341547586901,-1,-2,-1,-1,-1,-2,-2,1
1504341547586901,-1,-1,-2,-1,-1,-1,-1,0
1504341547599910,-1,-1,-1,-2,-1,-2,0,-2
1504341547599910,-1,-2,-1,0,-1,-1,0,0
1504341547607916,0,-1,1,-2,-1,0,-2,-2
1504341547607916,0,0,-2,-2,0,-2,0,0
1504341547623433,0,1,0,-2,-3,0,-1,-2
1504341547623433,-1,-1,-1,-1,-1,-1,-2,0
1504341547624428,-1,-4,-1,-1,0,0,-1,-2
1504341547624428,-2,0,-1,0,-2,-3,-1,0
1504341547653448,-1,0,-2,-1,-1,-2,-1,0
1504341547653448,-1,0,0,-1,-2,-3,0,-1
