timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1517205891666969,0,-1,-1,0,0,0,-2,0
1517205891666969,-2,-2,-1,-2,-2,-3,-1,-1
1517205891667472,0,-4,0,-2,-3,-2,0,0
1517205891667472,-1,-1,-2,-1,0,0,-1,-2
1517205891689491,0,-3,-1,-2,-1,-3,0,-1
1517205891689491,-1,0,0,1,-1,-2,0,-1
1517205891689991,-1,-1,-2,-2,0,0,1,-2
1517205891689991,-1,-1,-1,-1,-2,0,0,-1
1517205891712002,-1,-1,-1,0,-1,0,-2,-1
1517205891712002,-1,0,-2,-2,-1,0,-1,-1
1517205891712502,-1,-1,0,-1,-1,-3,0,0
1517205891712502,-2,-1,-3,0,-1,0,-1,-1
1517205891727014,-2,-1,-2,-1,1,-1,-1,0
1517205891727014,0,-3,-1,0,-3,0,-1,-2
1517205891727513,-1,-2,-2,0,-1,-1,-1,-1
1517205891727513,-1,1,0,-1,-1,0,-2,-3
1517205891749069,-2,0,-1,0,-2,-3,-2,0
1517205891749069,-1,1,0,0,0,0,-1,1
1517205891750042,-1,-1,-1,0,-1,-3,-3,-2
1517205891750042,-2,-2,0,-2,-2,-2,-1,-2
1517205891763538,-1,0,-2,-1,-2,-2,-1,-1
1517205891763538,-1,-1,-1,-3,0,-2,-1,0
1517205891764539,-1,-3,-1,0,-2,-2,-3,-1
1517205891764539,0,0,-2,0,0,-1,1,0
1517205891787056,-1,-1,-1,0,-2,-2,-2,-1
1517205891787056,0,-1,-2,-1,2,1,0,0
1517205891787555,-1,0,-3,-2,-1,-1,0,1
1517205891787555,-1,-3,0,-2,-1,-1,-3,-1
1517205891809070,-1,-2,-2,-4,-1,1,-2,-1
1517205891809070,-1,-2,-1,0,-1,-1,-1,0
1517205891810071,-2,0,-1,2,0,-1,0,0
1517205891810071,-2,-1,0,0,-2,-2,0,-1
1517205891823580,-1,-1,-2,1,0,1,-1,-2
1517205891823580,-2,-1,1,-3,-2,0,-4,-3
1517205891824581,0,-1,0,-1,0,-1,-2,-2
1517205891824581,-1,0,-1,0,0,-1,0,-1
1517205891846596,-1,-2,0,-2,-1,0,-2,-1
1517205891846596,-1,-1,-2,-1,0,-1,0,-1
1517205891847597,-2,-2,-2,-1,-1,-1,-1,-1
1517205891847597,0,-2,-2,-1,0,1,0,0
1517205891876118,-2,-1,-1,-3,0,0,-2,-2
1517205891876118,-2,-2,-1,1,-1,-1,-1,-2
1517205891877801,0,-2,-2,0,-2,-1,1,0
1517205891877801,-2,0,-1,-2,-2,-1,-1,-1
1517205891883802,-2,-1,0,-1,-2,-2,-1,-1
1517205891883802,0,-2,-1,0,-4,-3,-4,-1
1517205891884306,-2,-1,-1,-2,-1,-3,0,-1
1517205891884306,-1,0,-3,-1,-2,-1,0,1
1517205891906836,0,0,1,1,1,-1,2,-1
1517205891906836,-1,-1,-1,-1,0,-2,-1,-2
1517205891907821,-1,0,-1,-2,-1,-1,-1,-3
1517205891907821,-1,-1,-2,-1,-1,-1,-2,-2
1517205891929336,0,-1,-2,0,-1,-1,-1,-1
1517205891929336,-1,-3,-1,-1,1,0,0,-2
1517205891929835,-2,-1,-1,-2,-1,0,-1,-1
1517205891929835,-2,-2,-2,-1,0,-1,0,-1
1517205891943854,-1,-1,-3,-2,-1,0,1,2
1517205891943854,0,-2,-1,0,-1,-1,-2,1
1517205891944352,-1,-3,0,-2,-1,-1,0,-1
1517205891944352,-1,-3,1,0,-2,0,-1,-1
1517205891966864,-2,-2,-2,-1,-1,-1,-1,-1
1517205891966864,0,1,-1,0,-2,-1,0,0
1517205891967362,-1,-1,-2,-1,-2,-1,-2,-1
1517205891967362,1,-1,-2,-2,-2,-1,-2,-1
1517205891989377,0,-3,-1,-2,0,0,-2,-2
1517205891989377,-1,0,0,-2,-1,-1,0,-1
1517205891989878,-1,-1,-2,-1,0,0,-2,-3
1517205891989878,0,-1,-1,1,-1,0,0,-1
1517205892002888,-1,0,-2,1,-2,-1,-1,-2
1517205892002888,-1,-1,-2,-1,-2,-2,0,-1
1517205892011893,-1,-2,-2,-1,0,0,1,0
1517205892011893,-2,0,0,0,0,-2,-1,-1
1517205892034440,-1,1,-1,-3,-1,-1,-1,-2
1517205892034440,0,-3,-1,-2,-2,0,-1,-2
1517205892035941,0,0,-2,0,-2,-2,-2,0
1517205892035941,-1,-4,-1,-1,-2,-1,0,0
1517205892049450,0,-2,0,0,-2,-1,-1,-2
1517205892049450,-2,-1,-2,-1,0,-1,-1,-2
1517205892050965,-1,2,2,-1,-1,-2,0,0
1517205892050965,0,-5,-2,-1,-2,-1,0,1
1517205892062972,-2,-1,-1,0,-2,-3,-1,-1
1517205892062972,-2,-3,0,-1,-1,-1,0,0
1517205892071966,-1,-2,1,-1,-1,-1,-2,-2
1517205892071966,1,2,-2,-3,-1,-1,-1,-1
1517205892102019,-2,-6,-1,0,0,0,0,-1
1517205892102019,-2,2,2,-1,-2,-2,-1,-1
1517205892103521,1,3,-2,1,-2,-1,0,-1
1517205892103521,0,1,2,-2,0,0,-2,-1
1517205892109024,-2,-6,-5,-1,0,-1,-2,-2
1517205892109024,-1,-1,-2,-1,-1,-2,-1,-2
1517205892111025,0,0,-1,-1,-1,-2,-1,0
1517205892111025,0,-3,0,1,-1,0,-2,-2
1517205892123034,-3,-2,0,-2,-3,-3,0,-2
1517205892123034,0,0,-2,0,0,0,-1,-1
1517205892132053,0,-3,-3,-4,-1,-1,1,-2
1517205892132053,0,-2,-1,-1,-1,-4,-1,-2
1517205892146569,0,1,-1,-1,-2,-3,0,-2
1517205892146569,0,2,0,-1,-1,-1,-1,0
1517205892148567,-3,-21,-3,-1,-1,-1,-1,0
1517205892148567,-3,0,-3,0,-1,-1,0,-2
1517205892169072,-1,1,1,-1,-2,-1,0,-2
1517205892169072,0,-2,-1,0,0,-1,-2,-2
1517205892171088,0,3,1,0,1,1,-1,0
1517205892171088,0,0,-1,-2,-3,-1,-1,-2
1517205892183079,-1,1,-1,0,-2,1,0,-2
1517205892183079,-3,-1,-1,-2,-1,-1,-1,-1
1517205892192087,0,1,-2,-1,0,-1,-2,0
1517205892192087,-2,-1,-2,-2,-1,-1,-1,-2
1517205892206612,-1,0,0,-3,-1,0,0,-1
1517205892206612,-1,-1,-2,0,-2,-2,0,-1
1517205892208614,-2,2,-1,-2,-1,-2,-1,-1
1517205892208614,-2,-2,0,-2,-1,-1,-1,-1
1517205892229629,1,0,-1,-1,1,1,-3,0
1517205892229629,-2,-2,-3,-1,-2,-1,0,-3
1517205892231615,-1,-1,-1,0,-2,-1,-2,-3
1517205892231615,0,-1,-2,0,-1,-2,-1,1
1517205892251628,1,1,0,-1,1,1,-1,0
1517205892251628,-1,-1,-2,-2,-1,-2,-2,-1
1517205892253627,-1,3,0,0,-1,0,0,-2
1517205892253627,0,0,-1,0,-1,-1,-1,-1
1517205892266647,-2,0,-2,-2,-2,-1,0,-1
1517205892266647,-1,-1,-2,-2,-1,-1,-1,0
1517205892268639,-2,0,-1,-1,0,-2,0,-2
1517205892268639,-1,0,-1,-1,0,-2,-1,0
1517205892289165,-1,-1,-1,-1,-1,-2,-2,-2
1517205892289165,1,-2,-2,-2,-1,0,-1,0
1517205892290654,0,0,-1,-1,0,-2,-1,-1
1517205892290654,0,-2,-1,-2,-1,-2,0,0
1517205892303162,-1,2,-1,0,-1,-2,0,1
1517205892303162,0,-2,-1,-2,-1,-1,0,-1
1517205892319177,0,0,-1,-1,-3,0,-2,0
1517205892319177,-2,0,-1,-1,0,-1,-2,-2
1517205892326693,-2,-1,0,-1,-1,-1,-2,0
1517205892326693,0,-1,0,-1,-2,-1,1,-2
1517205892328180,-1,-2,-2,-1,0,-1,0,-1
1517205892328180,0,0,-1,0,0,1,-1,-1
1517205892349258,0,0,-2,-2,-2,-2,-1,0
1517205892349258,-1,-2,-1,0,-1,-1,0,0
1517205892350744,-1,-1,0,-1,0,-1,-1,-1
1517205892350744,-2,-2,0,-2,-1,0,0,0
1517205892362775,1,-3,-1,1,1,0,-1,0
1517205892362775,-2,-2,-1,-2,-3,-4,-3,1
1517205892371759,-1,0,-1,-1,-2,0,-1,-1
1517205892371759,-1,-2,-2,0,-2,-1,-2,-2
1517205892386771,-3,0,0,-1,-1,1,0,-1
1517205892386771,-1,-2,-3,-1,0,-2,0,0
1517205892388271,-1,-2,-1,-2,-2,-2,-2,-1
1517205892388271,-1,-1,-2,-1,-1,0,-1,0
1517205892409285,-2,-1,-1,-2,0,-2,1,-1
1517205892409285,0,-1,-1,-2,0,1,-1,-1
1517205892410786,-1,-1,-3,-1,-2,0,-3,-2
1517205892410786,-1,0,0,-1,-1,-1,0,-2
1517205892422862,0,-4,-2,0,-4,-2,0,0
1517205892422862,0,-2,-1,1,1,1,-1,-1
1517205892431911,-1,-1,-1,-1,-2,-2,-1,0
1517205892431911,-1,-1,0,-2,-1,-2,-1,-1
1517205892446900,0,-1,0,-1,0,-1,-3,-1
1517205892446900,-1,-1,1,-2,0,1,0,-1
1517205892448413,-2,-1,-1,0,-1,-2,-1,-2
